,Entity,Code,Year,Wheat yield
2509,Ethiopia,ETH,1993,1.5487
2510,Ethiopia,ETH,1994,1.0749
2511,Ethiopia,ETH,1995,1.3105999
2512,Ethiopia,ETH,1996,1.2113999
2513,Ethiopia,ETH,1997,1.2917
2514,Ethiopia,ETH,1998,1.3737999
2515,Ethiopia,ETH,1999,1.115
2516,Ethiopia,ETH,2000,1.1631
2517,Ethiopia,ETH,2001,1.3259
2518,Ethiopia,ETH,2002,1.4354
2519,Ethiopia,ETH,2003,1.3873999
2520,Ethiopia,ETH,2004,1.4691
2521,Ethiopia,ETH,2005,1.5567
2522,Ethiopia,ETH,2006,1.5203999
2523,Ethiopia,ETH,2007,1.6710999
2524,Ethiopia,ETH,2008,1.6244999
2525,Ethiopia,ETH,2009,1.8269
2526,Ethiopia,ETH,2010,1.8384999
2527,Ethiopia,ETH,2011,2.0288
2528,Ethiopia,ETH,2012,2.1102
2529,Ethiopia,ETH,2013,2.4445999
2530,Ethiopia,ETH,2014,2.5433
2531,Ethiopia,ETH,2015,2.7941
2532,Ethiopia,ETH,2016,2.6755
2533,Ethiopia,ETH,2017,2.7361
2534,Ethiopia,ETH,2018,2.7679
2535,Ethiopia,ETH,2019,2.9705
2536,Ethiopia,ETH,2020,2.9954
2537,Ethiopia,ETH,2021,2.6738
2538,Ethiopia (former),OWID_ERE,1961,0.7127
2539,Ethiopia (former),OWID_ERE,1962,0.7127
2540,Ethiopia (former),OWID_ERE,1963,0.7123
2541,Ethiopia (former),OWID_ERE,1964,0.71
2542,Ethiopia (former),OWID_ERE,1965,0.71999997
2543,Ethiopia (former),OWID_ERE,1966,0.72999996
2544,Ethiopia (former),OWID_ERE,1967,0.7327
2545,Ethiopia (former),OWID_ERE,1968,0.7389
2546,Ethiopia (former),OWID_ERE,1969,0.7453
2547,Ethiopia (former),OWID_ERE,1970,0.7549
2548,Ethiopia (former),OWID_ERE,1971,0.76909995
2549,Ethiopia (former),OWID_ERE,1972,0.78679997
2550,Ethiopia (former),OWID_ERE,1973,0.79999995
2551,Ethiopia (former),OWID_ERE,1974,0.79999995
2552,Ethiopia (former),OWID_ERE,1975,0.91349995
2553,Ethiopia (former),OWID_ERE,1976,0.992
2554,Ethiopia (former),OWID_ERE,1977,1.1036
2555,Ethiopia (former),OWID_ERE,1978,0.87039995
2556,Ethiopia (former),OWID_ERE,1979,0.9611
2557,Ethiopia (former),OWID_ERE,1980,1.0023
2558,Ethiopia (former),OWID_ERE,1981,1.1105
2559,Ethiopia (former),OWID_ERE,1982,1.0317
2560,Ethiopia (former),OWID_ERE,1983,1.2838
2561,Ethiopia (former),OWID_ERE,1984,1.0646
2562,Ethiopia (former),OWID_ERE,1985,1.0232999
2563,Ethiopia (former),OWID_ERE,1986,0.996
2564,Ethiopia (former),OWID_ERE,1987,1.1665
2565,Ethiopia (former),OWID_ERE,1988,1.1838
2566,Ethiopia (former),OWID_ERE,1989,1.2351999
2567,Ethiopia (former),OWID_ERE,1990,1.3201
2568,Ethiopia (former),OWID_ERE,1991,1.4115
2569,Ethiopia (former),OWID_ERE,1992,1.3497
2570,Europe,,1961,1.2498529
2571,Europe,,1962,1.3203229
2572,Europe,,1963,1.0930641
2573,Europe,,1964,1.3445983
2574,Europe,,1965,1.2407058
2575,Europe,,1966,1.6005969
2576,Europe,,1967,1.5260799
2577,Europe,,1968,1.6685135
2578,Europe,,1969,1.5553811
2579,Europe,,1970,1.7284906
2580,Europe,,1971,1.8906685
2581,Europe,,1972,1.8790692
2582,Europe,,1973,2.0609195
2583,Europe,,1974,1.939129
2584,Europe,,1975,1.5901331
2585,Europe,,1976,2.042305
2586,Europe,,1977,1.938078
2587,Europe,,1978,2.328557
2588,Europe,,1979,2.0320654
2589,Europe,,1980,2.1835756
2590,Europe,,1981,1.9925497
2591,Europe,,1982,2.1778579
2592,Europe,,1983,2.2681713
2593,Europe,,1984,2.4663749
2594,Europe,,1985,2.4119337
2595,Europe,,1986,2.647856
2596,Europe,,1987,2.6099045
2597,Europe,,1988,2.689263
2598,Europe,,1989,2.8448126
2599,Europe,,1990,3.077942
2600,Europe,,1991,2.7896225
2601,Europe,,1992,3.1959913
2602,Europe,,1993,3.1963844
2603,Europe,,1994,3.1156378
2604,Europe,,1995,3.1456473
2605,Europe,,1996,3.1850753
2606,Europe,,1997,3.2994728
2607,Europe,,1998,3.3863752
2608,Europe,,1999,3.2866604
2609,Europe,,2000,3.3201597
2610,Europe,,2001,3.4589298
2611,Europe,,2002,3.5122046
2612,Europe,,2003,3.239937
2613,Europe,,2004,3.8591022
2614,Europe,,2005,3.4945297
2615,Europe,,2006,3.466638
2616,Europe,,2007,3.3776755
2617,Europe,,2008,4.0243526
2618,Europe,,2009,3.7415423
2619,Europe,,2010,3.6079357
2620,Europe,,2011,3.7790456
2621,Europe,,2012,3.5531032
2622,Europe,,2013,3.9069097
2623,Europe,,2014,4.2445946
2624,Europe,,2015,4.1877956
2625,Europe,,2016,4.028582
2626,Europe,,2017,4.401447
2627,Europe,,2018,3.9952097
2628,Europe,,2019,4.265476
2629,Europe,,2020,4.140596
2630,Europe,,2021,4.2843595
2631,Europe (FAO),,1961,1.2562
2632,Europe (FAO),,1962,1.3269
2633,Europe (FAO),,1963,1.0997
2634,Europe (FAO),,1964,1.3518
2635,Europe (FAO),,1965,1.2469
2636,Europe (FAO),,1966,1.6035
2637,Europe (FAO),,1967,1.5323
2638,Europe (FAO),,1968,1.6744
2639,Europe (FAO),,1969,1.5608
2640,Europe (FAO),,1970,1.734
2641,Europe (FAO),,1971,1.8973
2642,Europe (FAO),,1972,1.8864
2643,Europe (FAO),,1973,2.0695999
2644,Europe (FAO),,1974,1.9478999
2645,Europe (FAO),,1975,1.5950999
2646,Europe (FAO),,1976,2.0484
2647,Europe (FAO),,1977,1.9432
2648,Europe (FAO),,1978,2.3351
2649,Europe (FAO),,1979,2.0396
2650,Europe (FAO),,1980,2.1891
2651,Europe (FAO),,1981,1.9994999
2652,Europe (FAO),,1982,2.1859
2653,Europe (FAO),,1983,2.276
2654,Europe (FAO),,1984,2.4773
2655,Europe (FAO),,1985,2.4217
2656,Europe (FAO),,1986,2.6585
2657,Europe (FAO),,1987,2.6181998
2658,Europe (FAO),,1988,2.6996
2659,Europe (FAO),,1989,2.8562
2660,Europe (FAO),,1990,3.0867
2661,Europe (FAO),,1991,2.8012
2662,Europe (FAO),,1992,3.2087
2663,Europe (FAO),,1993,3.211
2664,Europe (FAO),,1994,3.1324
2665,Europe (FAO),,1995,3.1611
2666,Europe (FAO),,1996,3.2071998
2667,Europe (FAO),,1997,3.3165
2668,Europe (FAO),,1998,3.4066
2669,Europe (FAO),,1999,3.3040998
2670,Europe (FAO),,2000,3.3202999
2671,Europe (FAO),,2001,3.4591
2672,Europe (FAO),,2002,3.5123
2673,Europe (FAO),,2003,3.2401
2674,Europe (FAO),,2004,3.8593998
2675,Europe (FAO),,2005,3.4947
2676,Europe (FAO),,2006,3.4668
2677,Europe (FAO),,2007,3.3778
2678,Europe (FAO),,2008,4.0246
2679,Europe (FAO),,2009,3.7417
2680,Europe (FAO),,2010,3.6081
2681,Europe (FAO),,2011,3.7793
2682,Europe (FAO),,2012,3.5532
2683,Europe (FAO),,2013,3.9071
2684,Europe (FAO),,2014,4.245
2685,Europe (FAO),,2015,4.1879997
2686,Europe (FAO),,2016,4.029
2687,Europe (FAO),,2017,4.4017997
2688,Europe (FAO),,2018,3.9956
2689,Europe (FAO),,2019,4.2657
2690,Europe (FAO),,2020,4.1408997
2691,Europe (FAO),,2021,4.2848
2692,European Union (27),,1961,1.7903835
2693,European Union (27),,1962,2.035304
2694,European Union (27),,1963,1.8787228
2695,European Union (27),,1964,2.0240989
2696,European Union (27),,1965,2.2633514
2697,European Union (27),,1966,2.1365244
2698,European Union (27),,1967,2.5208116
2699,European Union (27),,1968,2.484229
2700,European Union (27),,1969,2.4182365
2701,European Union (27),,1970,2.3553653
2702,European Union (27),,1971,2.8206909
2703,European Union (27),,1972,2.8844895
2704,European Union (27),,1973,3.0067844
2705,European Union (27),,1974,3.1557353
2706,European Union (27),,1975,2.9615376
2707,European Union (27),,1976,3.08949
2708,European Union (27),,1977,3.1446588
2709,European Union (27),,1978,3.4929948
2710,European Union (27),,1979,3.2390232
2711,European Union (27),,1980,3.644172
2712,European Union (27),,1981,3.4934328
2713,European Union (27),,1982,3.7509725
2714,European Union (27),,1983,3.5923145
2715,European Union (27),,1984,4.500232
2716,European Union (27),,1985,4.063678
2717,European Union (27),,1986,4.0149064
2718,European Union (27),,1987,4.1000333
2719,European Union (27),,1988,4.427081
2720,European Union (27),,1989,4.4448495
2721,European Union (27),,1990,4.6018324
2722,European Union (27),,1991,4.6733694
2723,European Union (27),,1992,4.260317
2724,European Union (27),,1993,4.241125
2725,European Union (27),,1994,4.3923645
2726,European Union (27),,1995,4.407734
2727,European Union (27),,1996,4.622011
2728,European Union (27),,1997,4.5068398
2729,European Union (27),,1998,4.8836412
2730,European Union (27),,1999,4.682663
2731,European Union (27),,2000,4.726076
2732,European Union (27),,2001,4.6342387
2733,European Union (27),,2002,4.725744
2734,European Union (27),,2003,4.321966
2735,European Union (27),,2004,5.4388595
2736,European Union (27),,2005,4.9003825
2737,European Union (27),,2006,4.848373
2738,European Union (27),,2007,4.6552033
2739,European Union (27),,2008,5.438459
2740,European Union (27),,2009,5.2109838
2741,European Union (27),,2010,5.0678306
2742,European Union (27),,2011,5.14676
2743,European Union (27),,2012,5.055884
2744,European Union (27),,2013,5.4586425
2745,European Union (27),,2014,5.6741915
2746,European Union (27),,2015,5.8137565
2747,European Union (27),,2016,5.1683507
2748,European Union (27),,2017,5.67756
2749,European Union (27),,2018,5.2421904
2750,European Union (27),,2019,5.758738
2751,European Union (27),,2020,5.550718
2752,European Union (27),,2021,5.746345
2753,European Union (27) (FAO),,1961,1.8074
2754,European Union (27) (FAO),,1962,2.0533
2755,European Union (27) (FAO),,1963,1.8971
2756,European Union (27) (FAO),,1964,2.0442998
2757,European Union (27) (FAO),,1965,2.2789
2758,European Union (27) (FAO),,1966,2.1413999
2759,European Union (27) (FAO),,1967,2.5365
2760,European Union (27) (FAO),,1968,2.4986
2761,European Union (27) (FAO),,1969,2.4308
2762,European Union (27) (FAO),,1970,2.3681
2763,European Union (27) (FAO),,1971,2.8358
2764,European Union (27) (FAO),,1972,2.8992
2765,European Union (27) (FAO),,1973,3.0253
2766,European Union (27) (FAO),,1974,3.1755
2767,European Union (27) (FAO),,1975,2.9689999
2768,European Union (27) (FAO),,1976,3.1022
2769,European Union (27) (FAO),,1977,3.1536
2770,European Union (27) (FAO),,1978,3.5088
2771,European Union (27) (FAO),,1979,3.2572
2772,European Union (27) (FAO),,1980,3.6529
2773,European Union (27) (FAO),,1981,3.5086
2774,European Union (27) (FAO),,1982,3.7682998
2775,European Union (27) (FAO),,1983,3.6072998
2776,European Union (27) (FAO),,1984,4.5206
2777,European Union (27) (FAO),,1985,4.0834
2778,European Union (27) (FAO),,1986,4.039
2779,European Union (27) (FAO),,1987,4.1145997
2780,European Union (27) (FAO),,1988,4.4463997
2781,European Union (27) (FAO),,1989,4.4672
2782,European Union (27) (FAO),,1990,4.6161
2783,European Union (27) (FAO),,1991,4.6927
2784,European Union (27) (FAO),,1992,4.2829
2785,European Union (27) (FAO),,1993,4.2676
2786,European Union (27) (FAO),,1994,4.4193
2787,European Union (27) (FAO),,1995,4.4316
2788,European Union (27) (FAO),,1996,4.6612997
2789,European Union (27) (FAO),,1997,4.5368
2790,European Union (27) (FAO),,1998,4.9144
2791,European Union (27) (FAO),,1999,4.7106
2792,European Union (27) (FAO),,2000,4.7261
2793,European Union (27) (FAO),,2001,4.6342
2794,European Union (27) (FAO),,2002,4.7257
2795,European Union (27) (FAO),,2003,4.322
2796,European Union (27) (FAO),,2004,5.4389
2797,European Union (27) (FAO),,2005,4.9003997
2798,European Union (27) (FAO),,2006,4.8483996
2799,European Union (27) (FAO),,2007,4.6552
2800,European Union (27) (FAO),,2008,5.4385
2801,European Union (27) (FAO),,2009,5.211
2802,European Union (27) (FAO),,2010,5.0678
2803,European Union (27) (FAO),,2011,5.1468
2804,European Union (27) (FAO),,2012,5.0559
2805,European Union (27) (FAO),,2013,5.4586
2806,European Union (27) (FAO),,2014,5.6742
2807,European Union (27) (FAO),,2015,5.8138
2808,European Union (27) (FAO),,2016,5.1684
2809,European Union (27) (FAO),,2017,5.6776
2810,European Union (27) (FAO),,2018,5.2422
2811,European Union (27) (FAO),,2019,5.7587
2812,European Union (27) (FAO),,2020,5.5506997
2813,European Union (27) (FAO),,2021,5.7462997
2814,Finland,FIN,1961,1.9435999
2815,Finland,FIN,1962,1.4753
2816,Finland,FIN,1963,1.6624999
2817,Finland,FIN,1964,1.7238
2818,Finland,FIN,1965,1.8745999
2819,Finland,FIN,1966,1.7615
2820,Finland,FIN,1967,2.0111
2821,Finland,FIN,1968,2.1417
2822,Finland,FIN,1969,2.3655999
2823,Finland,FIN,1970,2.3322
2824,Finland,FIN,1971,2.563
2825,Finland,FIN,1972,2.5862
2826,Finland,FIN,1973,2.4614
2827,Finland,FIN,1974,2.7307
2828,Finland,FIN,1975,2.8404999
2829,Finland,FIN,1976,2.9772
2830,Finland,FIN,1977,2.3148
2831,Finland,FIN,1978,2.0813
2832,Finland,FIN,1979,2.1029
2833,Finland,FIN,1980,2.8697
2834,Finland,FIN,1981,2.184
2835,Finland,FIN,1982,3.0469
2836,Finland,FIN,1983,3.4429998
2837,Finland,FIN,1984,3.1058
2838,Finland,FIN,1985,3.007
2839,Finland,FIN,1986,3.1912
2840,Finland,FIN,1987,2.0207999
2841,Finland,FIN,1988,2.6037998
2842,Finland,FIN,1989,3.3486998
2843,Finland,FIN,1990,3.4847
2844,Finland,FIN,1991,3.6390998
2845,Finland,FIN,1992,2.4152
2846,Finland,FIN,1993,3.6211998
2847,Finland,FIN,1994,3.7953
2848,Finland,FIN,1995,3.7686
2849,Finland,FIN,1996,4.0827
2850,Finland,FIN,1997,3.7187998
2851,Finland,FIN,1998,2.8929
2852,Finland,FIN,1999,2.1589
2853,Finland,FIN,2000,3.6007
2854,Finland,FIN,2001,3.3811
2855,Finland,FIN,2002,3.2584999
2856,Finland,FIN,2003,3.5493999
2857,Finland,FIN,2004,3.4738
2858,Finland,FIN,2005,3.7303998
2859,Finland,FIN,2006,3.5575
2860,Finland,FIN,2007,3.9329
2861,Finland,FIN,2008,3.6408
2862,Finland,FIN,2009,4.1026998
2863,Finland,FIN,2010,3.4299
2864,Finland,FIN,2011,3.8469
2865,Finland,FIN,2012,3.9027998
2866,Finland,FIN,2013,3.8214998
2867,Finland,FIN,2014,4.0696
2868,Finland,FIN,2015,4.1029997
2869,Finland,FIN,2016,3.8302999
2870,Finland,FIN,2017,4.1275997
2871,Finland,FIN,2018,2.8211
2872,Finland,FIN,2019,4.6264
2873,Finland,FIN,2020,3.4538
2874,Finland,FIN,2021,3.2352
2875,France,FRA,1850,0.7
2876,France,FRA,1911,1.3100001
2877,France,FRA,1934,1.4100001
2878,France,FRA,1950,1.8299999
2879,France,FRA,1961,2.395
2880,France,FRA,1962,3.0751998
2881,France,FRA,1963,2.6624
2882,France,FRA,1964,3.1534
2883,France,FRA,1965,3.2654998
2884,France,FRA,1966,2.8295999
2885,France,FRA,1967,3.6365
2886,France,FRA,1968,3.6641
2887,France,FRA,1969,3.5809
2888,France,FRA,1970,3.4222999
2889,France,FRA,1971,3.8614
2890,France,FRA,1972,4.5698
2891,France,FRA,1973,4.5067
2892,France,FRA,1974,4.5843997
2893,France,FRA,1975,3.8734
2894,France,FRA,1976,3.7721999
2895,France,FRA,1977,4.2303
2896,France,FRA,1978,5.0323
2897,France,FRA,1979,4.782
2898,France,FRA,1980,5.1809998
2899,France,FRA,1981,5.0109997
2900,France,FRA,1982,5.236
2901,France,FRA,1983,5.1274
2902,France,FRA,1984,6.4596996
2903,France,FRA,1985,5.9999
2904,France,FRA,1986,5.4487
2905,France,FRA,1987,5.5583997
2906,France,FRA,1988,6.1509
2907,France,FRA,1989,6.348
2908,France,FRA,1990,6.4786997
2909,France,FRA,1991,6.6763997
2910,France,FRA,1992,6.3992
2911,France,FRA,1993,6.4739
2912,France,FRA,1994,6.6685
2913,France,FRA,1995,6.5078998
2914,France,FRA,1996,7.1361
2915,France,FRA,1997,6.6288
2916,France,FRA,1998,7.6063
2917,France,FRA,1999,7.2395
2918,France,FRA,2000,7.1175
2919,France,FRA,2001,6.6169
2920,France,FRA,2002,7.4455
2921,France,FRA,2003,6.25
2922,France,FRA,2004,7.5787997
2923,France,FRA,2005,6.9887
2924,France,FRA,2006,6.7414
2925,France,FRA,2007,6.2542
2926,France,FRA,2008,7.1018
2927,France,FRA,2009,7.4477997
2928,France,FRA,2010,7.0404997
2929,France,FRA,2011,6.6563
2930,France,FRA,2012,7.1512
2931,France,FRA,2013,7.2655997
2932,France,FRA,2014,7.3529997
2933,France,FRA,2015,7.8008
2934,France,FRA,2016,5.2896
2935,France,FRA,2017,7.2538
2936,France,FRA,2018,6.7679996
2937,France,FRA,2019,7.7427998
2938,France,FRA,2020,6.6802998
2939,France,FRA,2021,6.9284
2940,Georgia,GEO,1992,1.7673999
2941,Georgia,GEO,1993,1.425
2942,Georgia,GEO,1994,1.3244
2943,Georgia,GEO,1995,1.3032
2944,Georgia,GEO,1996,1.4038999
2945,Georgia,GEO,1997,1.7109
2946,Georgia,GEO,1998,1.0871999
2947,Georgia,GEO,1999,2.0325
2948,Georgia,GEO,2000,1.043
2949,Georgia,GEO,2001,2.6883
2950,Georgia,GEO,2002,1.6983999
2951,Georgia,GEO,2003,1.9346999
2952,Georgia,GEO,2004,1.8165
2953,Georgia,GEO,2005,1.9889
2954,Georgia,GEO,2006,1.2469
2955,Georgia,GEO,2007,1.6682
2956,Georgia,GEO,2008,1.6833999
2957,Georgia,GEO,2009,1.0737
2958,Georgia,GEO,2010,1.0188999
2959,Georgia,GEO,2011,2.0684
2960,Georgia,GEO,2012,1.6989
2961,Georgia,GEO,2013,1.8367
2962,Georgia,GEO,2014,1.3533
2963,Georgia,GEO,2015,2.5791
2964,Georgia,GEO,2016,2.5732
2965,Georgia,GEO,2017,2.2149
2966,Georgia,GEO,2018,2.4733999
2967,Georgia,GEO,2019,2.3341
2968,Georgia,GEO,2020,2.2022
2969,Georgia,GEO,2021,2.7017999
2970,Germany,DEU,1850,0.98999995
2971,Germany,DEU,1911,2.42
2972,Germany,DEU,1934,2.0
2973,Germany,DEU,1950,2.6200001
2974,Germany,DEU,1961,2.8607
2975,Germany,DEU,1962,3.3897998
2976,Germany,DEU,1963,3.3934
2977,Germany,DEU,1964,3.4845
2978,Germany,DEU,1965,3.2321
2979,Germany,DEU,1966,3.2324998
2980,Germany,DEU,1967,4.0216
2981,Germany,DEU,1968,4.2162
2982,Germany,DEU,1969,3.8876998
2983,Germany,DEU,1970,3.7264
2984,Germany,DEU,1971,4.4228997
2985,Germany,DEU,1972,4.038
2986,Germany,DEU,1973,4.3477
2987,Germany,DEU,1974,4.6257
2988,Germany,DEU,1975,4.3188
2989,Germany,DEU,1976,3.9343998
2990,Germany,DEU,1977,4.3553
2991,Germany,DEU,1978,4.8869
2992,Germany,DEU,1979,4.7776
2993,Germany,DEU,1980,4.7388997
2994,Germany,DEU,1981,4.8796997
2995,Germany,DEU,1982,5.2433
2996,Germany,DEU,1983,5.2084
2997,Germany,DEU,1984,5.9330997
2998,Germany,DEU,1985,5.8294997
2999,Germany,DEU,1986,6.0919
3000,Germany,DEU,1987,5.7757
3001,Germany,DEU,1988,6.2265997
3002,Germany,DEU,1989,5.6815
3003,Germany,DEU,1990,6.2734
3004,Germany,DEU,1991,6.7711997
3005,Germany,DEU,1992,5.9811
3006,Germany,DEU,1993,6.5841
3007,Germany,DEU,1994,6.7683997
3008,Germany,DEU,1995,6.8882
3009,Germany,DEU,1996,7.2932
3010,Germany,DEU,1997,7.2901998
3011,Germany,DEU,1998,7.2035
3012,Germany,DEU,1999,7.5411
3013,Germany,DEU,2000,7.2826
3014,Germany,DEU,2001,7.8827
3015,Germany,DEU,2002,6.9055996
3016,Germany,DEU,2003,6.4985
3017,Germany,DEU,2004,8.171599
3018,Germany,DEU,2005,7.4651
3019,Germany,DEU,2006,7.2007
3020,Germany,DEU,2007,6.9610996
3021,Germany,DEU,2008,8.087299
3022,Germany,DEU,2009,7.8090997
3023,Germany,DEU,2010,7.212
3024,Germany,DEU,2011,7.0139
3025,Germany,DEU,2012,7.3311996
3026,Germany,DEU,2013,7.9979
3027,Germany,DEU,2014,8.6296
3028,Germany,DEU,2015,8.0877
3029,Germany,DEU,2016,7.6408997
3030,Germany,DEU,2017,7.6443
3031,Germany,DEU,2018,6.6737
3032,Germany,DEU,2019,7.3964
3033,Germany,DEU,2020,7.8195
3034,Germany,DEU,2021,7.3015
3035,Greece,GRC,1850,0.46
3036,Greece,GRC,1911,0.98
3037,Greece,GRC,1934,0.92
3038,Greece,GRC,1950,1.02
3039,Greece,GRC,1961,1.3026
3040,Greece,GRC,1962,1.4433
3041,Greece,GRC,1963,1.3141999
3042,Greece,GRC,1964,1.653
3043,Greece,GRC,1965,1.6468999
3044,Greece,GRC,1966,1.7839999
3045,Greece,GRC,1967,1.8419
3046,Greece,GRC,1968,1.4283999
3047,Greece,GRC,1969,1.5985999
3048,Greece,GRC,1970,1.9806
3049,Greece,GRC,1971,1.9926
3050,Greece,GRC,1972,1.9977
3051,Greece,GRC,1973,1.9905
3052,Greece,GRC,1974,2.3504
3053,Greece,GRC,1975,2.2919
3054,Greece,GRC,1976,2.5521
3055,Greece,GRC,1977,1.8813
3056,Greece,GRC,1978,2.7213
3057,Greece,GRC,1979,2.4301
3058,Greece,GRC,1980,2.9348
3059,Greece,GRC,1981,2.7556
3060,Greece,GRC,1982,2.8778
3061,Greece,GRC,1983,2.0925
3062,Greece,GRC,1984,2.6713
3063,Greece,GRC,1985,2.0463998
3064,Greece,GRC,1986,2.6311
3065,Greece,GRC,1987,2.5971
3066,Greece,GRC,1988,2.8151999
3067,Greece,GRC,1989,3.0163
3068,Greece,GRC,1990,1.9332
3069,Greece,GRC,1991,3.1183
3070,Greece,GRC,1992,2.4315
3071,Greece,GRC,1993,2.2951999
3072,Greece,GRC,1994,2.751
3073,Greece,GRC,1995,2.6341
3074,Greece,GRC,1996,2.4148998
3075,Greece,GRC,1997,2.4171999
3076,Greece,GRC,1998,2.4378998
3077,Greece,GRC,1999,2.391
3078,Greece,GRC,2000,2.6666
3079,Greece,GRC,2001,2.5096
3080,Greece,GRC,2002,2.3432
3081,Greece,GRC,2003,2.0075998
3082,Greece,GRC,2004,2.4757
3083,Greece,GRC,2005,2.4057999
3084,Greece,GRC,2006,2.2858999
3085,Greece,GRC,2007,2.2352998
3086,Greece,GRC,2008,2.7768998
3087,Greece,GRC,2009,2.7436
3088,Greece,GRC,2010,2.6044
3089,Greece,GRC,2011,2.7003999
3090,Greece,GRC,2012,2.665
3091,Greece,GRC,2013,2.7777
3092,Greece,GRC,2014,2.7466
3093,Greece,GRC,2015,2.905
3094,Greece,GRC,2016,2.8927999
3095,Greece,GRC,2017,2.9284
3096,Greece,GRC,2018,2.6526
3097,Greece,GRC,2019,2.7939
3098,Greece,GRC,2020,3.0772998
3099,Greece,GRC,2021,2.9075
3100,Guatemala,GTM,1961,0.7319
3101,Guatemala,GTM,1962,0.82
3102,Guatemala,GTM,1963,0.9371
3103,Guatemala,GTM,1964,0.93039995
3104,Guatemala,GTM,1965,0.9914
3105,Guatemala,GTM,1966,0.958
3106,Guatemala,GTM,1967,0.86869997
3107,Guatemala,GTM,1968,1.0975
3108,Guatemala,GTM,1969,1.0313
3109,Guatemala,GTM,1970,1.1003
3110,Guatemala,GTM,1971,1.2242
3111,Guatemala,GTM,1972,1.3694999
3112,Guatemala,GTM,1973,1.6853
3113,Guatemala,GTM,1974,1.1764
3114,Guatemala,GTM,1975,1.1757
3115,Guatemala,GTM,1976,1.3054999
3116,Guatemala,GTM,1977,1.2444999
3117,Guatemala,GTM,1978,1.1377
3118,Guatemala,GTM,1979,1.5715
3119,Guatemala,GTM,1980,1.4614999
3120,Guatemala,GTM,1981,1.7556
3121,Guatemala,GTM,1982,1.6413
3122,Guatemala,GTM,1983,2.0976
3123,Guatemala,GTM,1984,2.8167999
3124,Guatemala,GTM,1985,1.7078999
3125,Guatemala,GTM,1986,1.9986
3126,Guatemala,GTM,1987,2.0026
3127,Guatemala,GTM,1988,1.9965999
3128,Guatemala,GTM,1989,1.9993
3129,Guatemala,GTM,1990,1.9983
3130,Guatemala,GTM,1991,2.0124
3131,Guatemala,GTM,1992,2.0
3132,Guatemala,GTM,1993,1.9923999
3133,Guatemala,GTM,1994,2.1025
3134,Guatemala,GTM,1995,2.0987
3135,Guatemala,GTM,1996,2.102
3136,Guatemala,GTM,1997,2.0407999
3137,Guatemala,GTM,1998,1.9720999
3138,Guatemala,GTM,1999,1.9633
3139,Guatemala,GTM,2000,2.0934
3140,Guatemala,GTM,2001,2.9638
3141,Guatemala,GTM,2002,1.9145999
3142,Guatemala,GTM,2003,2.0249
3143,Guatemala,GTM,2004,2.0184
3144,Guatemala,GTM,2005,2.1288
3145,Guatemala,GTM,2006,2.2712
3146,Guatemala,GTM,2007,2.2229
3147,Guatemala,GTM,2008,2.4013
3148,Guatemala,GTM,2009,2.2131
3149,Guatemala,GTM,2010,2.0574
3150,Guatemala,GTM,2011,2.0509
3151,Guatemala,GTM,2012,2.1677
3152,Guatemala,GTM,2013,2.024
3153,Guatemala,GTM,2014,2.1771
3154,Guatemala,GTM,2015,2.1255
3155,Guatemala,GTM,2016,2.1288
3156,Guatemala,GTM,2017,2.1267
3157,Guatemala,GTM,2018,2.1090999
3158,Guatemala,GTM,2019,2.1448998
3159,Guatemala,GTM,2020,2.1469998
3160,Guatemala,GTM,2021,2.1395
3161,High-income countries,,1961,1.5435874
3162,High-income countries,,1962,1.8075119
3163,High-income countries,,1963,1.789886
3164,High-income countries,,1964,1.8037739
3165,High-income countries,,1965,1.8667892
3166,High-income countries,,1966,1.9208883
3167,High-income countries,,1967,1.8402666
3168,High-income countries,,1968,1.9970782
3169,High-income countries,,1969,2.0650811
3170,High-income countries,,1970,2.1285887
3171,High-income countries,,1971,2.347515
3172,High-income countries,,1972,2.2455473
3173,High-income countries,,1973,2.295592
3174,High-income countries,,1974,2.2470274
3175,High-income countries,,1975,2.257009
3176,High-income countries,,1976,2.284534
3177,High-income countries,,1977,2.2425923
3178,High-income countries,,1978,2.5513883
3179,High-income countries,,1979,2.400789
3180,High-income countries,,1980,2.4506078
3181,High-income countries,,1981,2.4973645
3182,High-income countries,,1982,2.5496485
3183,High-income countries,,1983,2.759353
3184,High-income countries,,1984,2.9535706
3185,High-income countries,,1985,2.794827
3186,High-income countries,,1986,2.829372
3187,High-income countries,,1987,2.9059246
3188,High-income countries,,1988,2.8216002
3189,High-income countries,,1989,2.8910074
3190,High-income countries,,1990,3.1748133
3191,High-income countries,,1991,3.1488602
3192,High-income countries,,1992,3.114583
3193,High-income countries,,1993,3.1221757
3194,High-income countries,,1994,3.187998
3195,High-income countries,,1995,3.0789604
3196,High-income countries,,1996,3.2761362
3197,High-income countries,,1997,3.2680502
3198,High-income countries,,1998,3.5050395
3199,High-income countries,,1999,3.434941
3200,High-income countries,,2000,3.4839313
3201,High-income countries,,2001,3.265433
3202,High-income countries,,2002,3.3887873
3203,High-income countries,,2003,3.1709075
3204,High-income countries,,2004,3.7703106
3205,High-income countries,,2005,3.5062475
3206,High-income countries,,2006,3.4793718
3207,High-income countries,,2007,3.2420912
3208,High-income countries,,2008,3.656012
3209,High-income countries,,2009,3.6385984
3210,High-income countries,,2010,3.6378958
