,Country Name,Year,Wheat Yield (tonnes/km2)
947,Burundi,1970,0.58
948,Burundi,1971,0.62
949,Burundi,1972,0.54
950,Burundi,1973,0.71
951,Burundi,1974,0.52
952,Burundi,1975,0.65
953,Burundi,1976,0.76
954,Burundi,1977,0.8
955,Burundi,1978,0.55
956,Burundi,1979,0.77
957,Burundi,1980,0.67
958,Burundi,1981,0.63
959,Burundi,1982,0.6
960,Burundi,1983,0.6
961,Burundi,1984,0.89
962,Burundi,1985,0.48
963,Burundi,1986,1.08
964,Burundi,1987,1.11
965,Burundi,1988,0.74
966,Burundi,1989,0.82
967,Burundi,1990,0.75
968,Burundi,1991,0.73
969,Burundi,1992,0.71
970,Burundi,1993,0.78
971,Burundi,1994,0.88
972,Burundi,1995,0.74
973,Burundi,1996,0.78
974,Burundi,1997,0.78
975,Burundi,1998,0.81
976,Burundi,1999,0.71
977,Burundi,2000,0.68
978,Burundi,2001,0.87
979,Burundi,2002,0.83
980,Burundi,2003,0.79
981,Burundi,2004,0.83
982,Burundi,2005,0.74
983,Burundi,2006,0.8
984,Burundi,2007,0.84
985,Burundi,2008,0.84
986,Burundi,2009,0.86
987,Burundi,2010,0.73
988,Burundi,2011,0.7
989,Burundi,2012,0.44
990,Burundi,2013,0.73
991,Burundi,2014,0.58
992,Burundi,2015,0.68
993,Burundi,2016,0.39
994,Burundi,2017,0.4
995,Burundi,2018,1.41
996,Burundi,2019,0.64
997,Burundi,2020,0.72
998,Burundi,2021,0.72
999,Cameroon,1976,0.49
1000,Cameroon,1977,0.31
1001,Cameroon,1978,0.5
1002,Cameroon,1979,0.87
1003,Cameroon,1980,0.79
1004,Cameroon,1981,0.79
1005,Cameroon,1982,1.47
1006,Cameroon,1983,1.78
1007,Cameroon,1984,1.0
1008,Cameroon,1985,1.42
1009,Cameroon,1986,1.33
1010,Cameroon,1987,1.33
1011,Cameroon,1988,1.33
1012,Cameroon,1989,1.33
1013,Cameroon,1990,1.5
1014,Cameroon,1991,1.3
1015,Cameroon,1992,1.31
1016,Cameroon,1993,1.31
1017,Cameroon,1994,1.31
1018,Cameroon,1995,1.32
1019,Cameroon,1996,1.33
1020,Cameroon,1997,1.33
1021,Cameroon,1998,1.33
1022,Cameroon,1999,1.34
1023,Cameroon,2000,1.34
1024,Cameroon,2001,1.34
1025,Cameroon,2002,1.34
1026,Cameroon,2003,1.34
1027,Cameroon,2004,1.34
1028,Cameroon,2005,1.34
1029,Cameroon,2006,1.34
1030,Cameroon,2007,1.34
1031,Cameroon,2008,1.35
1032,Cameroon,2009,1.35
1033,Cameroon,2010,1.38
1034,Cameroon,2011,1.4
1035,Cameroon,2012,1.23
1036,Cameroon,2013,1.29
1037,Cameroon,2014,1.33
1038,Cameroon,2015,1.33
1039,Cameroon,2016,1.33
1040,Cameroon,2017,1.34
1041,Cameroon,2018,1.34
1042,Cameroon,2019,1.34
1043,Cameroon,2020,1.34
1044,Cameroon,2021,1.34
1045,Canada,1961,0.75
1046,Canada,1962,1.42
1047,Canada,1963,1.77
1048,Canada,1964,1.36
1049,Canada,1965,1.54
1050,Canada,1966,1.87
1051,Canada,1967,1.32
1052,Canada,1968,1.49
1053,Canada,1969,1.81
1054,Canada,1970,1.79
1055,Canada,1971,1.84
1056,Canada,1972,1.68
1057,Canada,1973,1.69
1058,Canada,1974,1.49
1059,Canada,1975,1.8
1060,Canada,1976,2.1
1061,Canada,1977,1.96
1062,Canada,1978,2.0
1063,Canada,1979,1.63
1064,Canada,1980,1.72
1065,Canada,1981,2.0
1066,Canada,1982,2.13
1067,Canada,1983,1.93
1068,Canada,1984,1.61
1069,Canada,1985,1.77
1070,Canada,1986,2.21
1071,Canada,1987,1.93
1072,Canada,1988,1.23
1073,Canada,1989,1.81
1074,Canada,1990,2.28
1075,Canada,1991,2.26
1076,Canada,1992,2.16
1077,Canada,1993,2.2
1078,Canada,1994,2.13
1079,Canada,1995,2.25
1080,Canada,1996,2.43
1081,Canada,1997,2.13
1082,Canada,1998,2.25
1083,Canada,1999,2.6
1084,Canada,2000,2.44
1085,Canada,2001,1.95
1086,Canada,2002,1.83
1087,Canada,2003,2.26
1088,Canada,2004,2.64
1089,Canada,2005,2.74
1090,Canada,2006,2.61
1091,Canada,2007,2.33
1092,Canada,2008,2.86
1093,Canada,2009,2.79
1094,Canada,2010,2.81
1095,Canada,2011,2.96
1096,Canada,2012,2.87
1097,Canada,2013,3.6
1098,Canada,2014,3.08
1099,Canada,2015,2.89
1100,Canada,2016,3.58
1101,Canada,2017,3.38
1102,Canada,2018,3.27
1103,Canada,2019,3.38
1104,Canada,2020,3.54
1105,Canada,2021,2.41
1106,Chad,1961,1.11
1107,Chad,1962,1.27
1108,Chad,1963,1.5
1109,Chad,1964,1.46
1110,Chad,1965,1.79
1111,Chad,1966,1.71
1112,Chad,1967,2.22
1113,Chad,1968,1.15
1114,Chad,1969,1.57
1115,Chad,1970,1.57
1116,Chad,1971,1.56
1117,Chad,1972,1.73
1118,Chad,1973,2.33
1119,Chad,1974,3.6
1120,Chad,1975,3.57
1121,Chad,1976,1.9
1122,Chad,1977,1.33
1123,Chad,1978,1.67
1124,Chad,1979,2.0
1125,Chad,1980,2.0
1126,Chad,1981,1.87
1127,Chad,1982,1.63
1128,Chad,1983,0.91
1129,Chad,1984,0.6
1130,Chad,1985,1.19
1131,Chad,1986,0.74
1132,Chad,1987,1.0
1133,Chad,1988,1.07
1134,Chad,1989,1.5
1135,Chad,1990,1.5
1136,Chad,1991,1.38
1137,Chad,1992,2.12
1138,Chad,1993,2.14
1139,Chad,1994,2.23
1140,Chad,1995,1.0
1141,Chad,1996,2.25
1142,Chad,1997,3.0
1143,Chad,1998,2.02
1144,Chad,1999,1.43
1145,Chad,2000,1.43
1146,Chad,2001,1.49
1147,Chad,2002,2.0
1148,Chad,2003,1.44
1149,Chad,2005,1.5
1150,Chad,2006,1.0
1151,Chad,2007,1.87
1152,Chad,2008,1.8
1153,Chad,2009,2.0
1154,Chad,2010,2.5
1155,Chad,2011,0.49
1156,Chad,2012,2.5
1157,Chad,2013,2.64
1158,Chad,2014,1.3
1159,Chad,2015,1.4
1160,Chad,2016,2.0
1161,Chad,2017,1.97
1162,Chad,2018,2.24
1163,Chad,2019,1.87
1164,Chad,2020,1.81
1165,Chad,2021,1.92
1166,Chile,1961,1.34
1167,Chile,1962,1.26
1168,Chile,1963,1.51
1169,Chile,1964,1.55
1170,Chile,1965,1.53
1171,Chile,1966,1.73
1172,Chile,1967,1.68
1173,Chile,1968,1.74
1174,Chile,1969,1.63
1175,Chile,1970,1.77
1176,Chile,1971,1.88
1177,Chile,1972,1.68
1178,Chile,1973,1.4
1179,Chile,1974,1.64
1180,Chile,1975,1.46
1181,Chile,1976,1.24
1182,Chile,1977,1.94
1183,Chile,1978,1.54
1184,Chile,1979,1.78
1185,Chile,1980,1.77
1186,Chile,1981,1.59
1187,Chile,1982,1.74
1188,Chile,1983,1.63
1189,Chile,1984,2.1
1190,Chile,1985,2.3
1191,Chile,1986,2.86
1192,Chile,1987,2.77
1193,Chile,1988,3.01
1194,Chile,1989,3.27
1195,Chile,1990,2.95
1196,Chile,1991,3.41
1197,Chile,1992,3.38
1198,Chile,1993,3.35
1199,Chile,1994,3.52
1200,Chile,1995,3.55
1201,Chile,1996,3.33
1202,Chile,1997,4.02
1203,Chile,1998,4.38
1204,Chile,1999,3.53
1205,Chile,2000,3.81
1206,Chile,2001,4.3
1207,Chile,2002,4.27
1208,Chile,2003,4.32
1209,Chile,2004,4.57
1210,Chile,2005,4.41
1211,Chile,2006,4.46
1212,Chile,2007,4.79
1213,Chile,2008,4.57
1214,Chile,2009,4.08
1215,Chile,2010,5.77
1216,Chile,2011,5.81
1217,Chile,2012,4.95
1218,Chile,2013,5.81
1219,Chile,2014,5.33
1220,Chile,2015,5.63
1221,Chile,2016,6.07
1222,Chile,2017,6.0
1223,Chile,2018,6.21
1224,Chile,2019,6.29
1225,Chile,2020,6.0
1226,Chile,2021,5.98
1227,China,1961,0.56
1228,China,1962,0.69
1229,China,1963,0.78
1230,China,1964,0.82
1231,China,1965,1.02
1232,China,1966,1.06
1233,China,1967,1.13
1234,China,1968,1.11
1235,China,1969,1.09
1236,China,1970,1.15
1237,China,1971,1.27
1238,China,1972,1.37
1239,China,1973,1.33
1240,China,1974,1.51
1241,China,1975,1.64
1242,China,1976,1.78
1243,China,1977,1.46
1244,China,1978,1.84
1245,China,1979,2.14
1246,China,1980,1.89
1247,China,1981,2.11
1248,China,1982,2.45
1249,China,1983,2.8
1250,China,1984,2.97
1251,China,1985,2.94
1252,China,1986,3.04
1253,China,1987,2.98
1254,China,1988,2.97
1255,China,1989,3.04
1256,China,1990,3.19
1257,China,1991,3.1
1258,China,1992,3.33
1259,China,1993,3.52
1260,China,1994,3.43
1261,China,1995,3.54
1262,China,1996,3.73
1263,China,1997,4.1
1264,China,1998,3.69
1265,China,1999,3.95
1266,China,2000,3.74
1267,China,2001,3.81
1268,China,2002,3.78
1269,China,2003,3.93
1270,China,2004,4.25
1271,China,2005,4.28
1272,China,2006,4.59
1273,China,2007,4.61
1274,China,2008,4.76
1275,China,2009,4.74
1276,China,2010,4.75
1277,China,2011,4.84
1278,China,2012,4.99
1279,China,2013,5.06
1280,China,2014,5.24
1281,China,2015,5.39
1282,China,2016,5.4
1283,China,2017,5.48
1284,China,2018,5.42
1285,China,2019,5.63
1286,China,2020,5.74
1287,China,2021,5.81
1288,Colombia,1961,0.89
1289,Colombia,1962,1.08
1290,Colombia,1963,0.8
1291,Colombia,1964,0.85
1292,Colombia,1965,0.92
1293,Colombia,1966,1.14
1294,Colombia,1967,1.18
1295,Colombia,1968,1.17
1296,Colombia,1969,1.25
1297,Colombia,1970,1.18
1298,Colombia,1971,1.13
1299,Colombia,1972,1.14
1300,Colombia,1973,1.28
1301,Colombia,1974,1.3
1302,Colombia,1975,1.29
1303,Colombia,1976,1.38
1304,Colombia,1977,0.88
1305,Colombia,1978,1.27
1306,Colombia,1979,1.36
1307,Colombia,1980,1.22
1308,Colombia,1981,1.6
1309,Colombia,1982,1.56
1310,Colombia,1983,1.68
1311,Colombia,1984,1.38
1312,Colombia,1985,1.71
1313,Colombia,1986,1.77
1314,Colombia,1987,1.82
1315,Colombia,1988,1.63
1316,Colombia,1989,1.72
1317,Colombia,1990,1.85
1318,Colombia,1991,1.99
1319,Colombia,1992,1.75
1320,Colombia,1993,1.88
1321,Colombia,1994,2.05
1322,Colombia,1995,2.12
1323,Colombia,1996,2.18
1324,Colombia,1997,2.12
1325,Colombia,1998,2.05
1326,Colombia,1999,2.15
1327,Colombia,2000,1.6
1328,Colombia,2001,1.51
1329,Colombia,2002,1.74
1330,Colombia,2003,1.95
1331,Colombia,2004,1.89
1332,Colombia,2005,2.34
1333,Colombia,2006,1.55
1334,Colombia,2007,1.87
1335,Colombia,2008,1.82
1336,Colombia,2009,1.69
1337,Colombia,2010,1.77
1338,Colombia,2011,1.6
1339,Colombia,2012,1.52
1340,Colombia,2013,1.69
1341,Colombia,2014,1.48
1342,Colombia,2015,1.85
1343,Colombia,2016,1.59
1344,Colombia,2017,2.09
1345,Colombia,2018,1.89
1346,Colombia,2019,2.08
1347,Colombia,2020,2.48
1348,Colombia,2021,2.68
1349,Croatia,1992,3.9
1350,Croatia,1993,4.19
1351,Croatia,1994,3.78
1352,Croatia,1995,3.86
1353,Croatia,1996,3.69
1354,Croatia,1997,4.0
1355,Croatia,1998,4.22
1356,Croatia,1999,3.3
1357,Croatia,2000,4.75
1358,Croatia,2001,4.4
1359,Croatia,2002,4.59
1360,Croatia,2003,3.22
1361,Croatia,2004,4.93
1362,Croatia,2005,4.11
1363,Croatia,2006,4.58
1364,Croatia,2007,4.64
1365,Croatia,2008,5.48
1366,Croatia,2009,5.19
1367,Croatia,2010,4.04
1368,Croatia,2011,5.22
1369,Croatia,2012,5.35
1370,Croatia,2013,4.88
1371,Croatia,2014,4.16
1372,Croatia,2015,5.38
1373,Croatia,2016,5.65
1374,Croatia,2017,5.81
1375,Croatia,2018,5.44
1376,Croatia,2019,5.61
1377,Croatia,2020,5.87
1378,Croatia,2021,6.7
1379,Cyprus,1961,0.58
1380,Cyprus,1962,0.97
1381,Cyprus,1963,0.95
1382,Cyprus,1964,0.68
1383,Cyprus,1965,1.45
1384,Cyprus,1966,0.92
1385,Cyprus,1967,1.6
1386,Cyprus,1968,1.08
1387,Cyprus,1969,1.27
1388,Cyprus,1970,0.55
1389,Cyprus,1971,1.18
1390,Cyprus,1972,1.01
1391,Cyprus,1973,0.05
1392,Cyprus,1974,1.11
1393,Cyprus,1975,1.22
1394,Cyprus,1976,1.2
1395,Cyprus,1977,0.85
1396,Cyprus,1978,1.27
1397,Cyprus,1979,1.16
1398,Cyprus,1980,1.37
1399,Cyprus,1981,1.23
1400,Cyprus,1982,1.2
1401,Cyprus,1983,1.19
1402,Cyprus,1984,1.5
1403,Cyprus,1985,1.77
1404,Cyprus,1986,1.28
1405,Cyprus,1987,2.4
1406,Cyprus,1988,2.43
1407,Cyprus,1989,1.5
1408,Cyprus,1990,2.04
1409,Cyprus,1991,1.14
1410,Cyprus,1992,2.1
1411,Cyprus,1993,2.34
1412,Cyprus,1994,2.42
1413,Cyprus,1995,3.01
1414,Cyprus,1996,3.51
1415,Cyprus,1997,2.19
1416,Cyprus,1998,1.98
1417,Cyprus,1999,2.12
1418,Cyprus,2000,1.63
1419,Cyprus,2001,1.94
1420,Cyprus,2002,2.19
1421,Cyprus,2003,1.98
1422,Cyprus,2004,1.33
1423,Cyprus,2005,1.76
1424,Cyprus,2006,1.4
1425,Cyprus,2007,2.03
1426,Cyprus,2008,0.5
1427,Cyprus,2009,2.55
1428,Cyprus,2010,2.41
1429,Cyprus,2011,2.24
1430,Cyprus,2012,2.68
1431,Cyprus,2013,2.19
1432,Cyprus,2014,0.72
1433,Cyprus,2015,2.95
1434,Cyprus,2016,0.82
1435,Cyprus,2017,1.91
1436,Cyprus,2018,1.5
1437,Cyprus,2019,2.78
1438,Cyprus,2020,2.58
1439,Cyprus,2021,2.13
1440,Czechia,1993,4.23
1441,Czechia,1994,4.58
1442,Czechia,1995,4.6
1443,Czechia,1996,4.67
1444,Czechia,1997,4.41
1445,Czechia,1998,4.21
1446,Czechia,1999,4.65
1447,Czechia,2000,4.21
1448,Czechia,2001,4.85
1449,Czechia,2002,4.56
1450,Czechia,2003,4.07
1451,Czechia,2004,5.84
1452,Czechia,2005,5.05
1453,Czechia,2006,4.49
1454,Czechia,2007,4.86
1455,Czechia,2008,5.77
1456,Czechia,2009,5.24
1457,Czechia,2010,4.99
1458,Czechia,2011,5.69
1459,Czechia,2012,4.32
1460,Czechia,2013,5.67
1461,Czechia,2014,6.51
1462,Czechia,2015,6.36
1463,Czechia,2016,6.5
1464,Czechia,2017,5.67
1465,Czechia,2018,5.39
1466,Czechia,2019,5.73
1467,Czechia,2020,6.14
1468,Czechia,2021,6.32
1469,Czechoslovakia,1961,2.6
1470,Czechoslovakia,1962,2.45
1471,Czechoslovakia,1963,2.46
1472,Czechoslovakia,1964,2.22
1473,Czechoslovakia,1965,2.42
1474,Czechoslovakia,1966,2.53
1475,Czechoslovakia,1967,2.71
1476,Czechoslovakia,1968,3.16
1477,Czechoslovakia,1969,3.1
1478,Czechoslovakia,1970,2.95
1479,Czechoslovakia,1971,3.53
1480,Czechoslovakia,1972,3.37
1481,Czechoslovakia,1973,3.78
1482,Czechoslovakia,1974,3.99
1483,Czechoslovakia,1975,3.57
1484,Czechoslovakia,1976,3.77
1485,Czechoslovakia,1977,4.07
1486,Czechoslovakia,1978,4.41
1487,Czechoslovakia,1979,3.42
1488,Czechoslovakia,1980,4.53
1489,Czechoslovakia,1981,3.99
1490,Czechoslovakia,1982,4.31
1491,Czechoslovakia,1983,4.89
1492,Czechoslovakia,1984,5.14
1493,Czechoslovakia,1985,4.98
1494,Czechoslovakia,1986,4.4
1495,Czechoslovakia,1987,5.08
1496,Czechoslovakia,1988,5.28
1497,Czechoslovakia,1989,5.13
1498,Czechoslovakia,1990,5.42
1499,Czechoslovakia,1991,5.15
1500,Czechoslovakia,1992,4.6
1501,Democratic Republic of Congo,1961,0.71
1502,Democratic Republic of Congo,1962,0.99
1503,Democratic Republic of Congo,1963,0.96
1504,Democratic Republic of Congo,1964,1.03
1505,Democratic Republic of Congo,1965,1.0
1506,Democratic Republic of Congo,1966,1.1
1507,Democratic Republic of Congo,1967,0.93
1508,Democratic Republic of Congo,1968,1.0
1509,Democratic Republic of Congo,1969,1.14
1510,Democratic Republic of Congo,1970,0.53
1511,Democratic Republic of Congo,1971,0.49
1512,Democratic Republic of Congo,1972,0.43
1513,Democratic Republic of Congo,1973,0.5
1514,Democratic Republic of Congo,1974,0.63
1515,Democratic Republic of Congo,1975,0.65
1516,Democratic Republic of Congo,1976,0.67
1517,Democratic Republic of Congo,1977,0.64
1518,Democratic Republic of Congo,1978,0.67
1519,Democratic Republic of Congo,1979,0.59
1520,Democratic Republic of Congo,1980,0.61
1521,Democratic Republic of Congo,1981,0.6
1522,Democratic Republic of Congo,1982,0.59
1523,Democratic Republic of Congo,1983,0.61
1524,Democratic Republic of Congo,1984,0.6
1525,Democratic Republic of Congo,1985,0.59
1526,Democratic Republic of Congo,1986,1.16
1527,Democratic Republic of Congo,1987,0.93
1528,Democratic Republic of Congo,1988,0.92
1529,Democratic Republic of Congo,1989,0.93
1530,Democratic Republic of Congo,1990,0.93
1531,Democratic Republic of Congo,1991,0.93
1532,Democratic Republic of Congo,1992,1.24
1533,Democratic Republic of Congo,1993,1.28
1534,Democratic Republic of Congo,1994,1.28
1535,Democratic Republic of Congo,1995,1.29
1536,Democratic Republic of Congo,1996,1.29
1537,Democratic Republic of Congo,1997,1.29
1538,Democratic Republic of Congo,1998,1.29
1539,Democratic Republic of Congo,1999,1.28
1540,Democratic Republic of Congo,2000,1.28
1541,Democratic Republic of Congo,2001,1.28
1542,Democratic Republic of Congo,2002,1.29
1543,Democratic Republic of Congo,2003,1.21
1544,Democratic Republic of Congo,2004,1.28
1545,Democratic Republic of Congo,2005,1.28
1546,Democratic Republic of Congo,2006,1.28
1547,Democratic Republic of Congo,2007,1.28
1548,Democratic Republic of Congo,2008,1.28
1549,Democratic Republic of Congo,2009,1.29
1550,Democratic Republic of Congo,2010,1.29
1551,Democratic Republic of Congo,2011,1.3
1552,Democratic Republic of Congo,2012,1.31
1553,Democratic Republic of Congo,2013,1.3
1554,Democratic Republic of Congo,2014,1.3
1555,Democratic Republic of Congo,2015,1.31
1556,Democratic Republic of Congo,2016,1.29
1557,Democratic Republic of Congo,2017,1.26
1558,Democratic Republic of Congo,2018,1.23
1559,Democratic Republic of Congo,2019,1.21
1560,Democratic Republic of Congo,2020,1.12
1561,Democratic Republic of Congo,2021,1.12
1562,Denmark,1850,1.2
1563,Denmark,1911,3.31
1564,Denmark,1934,2.81
1565,Denmark,1950,3.65
1566,Denmark,1961,4.12
1567,Denmark,1962,4.18
1568,Denmark,1963,3.67
1569,Denmark,1964,4.23
1570,Denmark,1965,4.46
1571,Denmark,1966,4.28
1572,Denmark,1967,4.65
1573,Denmark,1968,4.81
1574,Denmark,1969,4.36
1575,Denmark,1970,4.49
1576,Denmark,1971,4.85
1577,Denmark,1972,4.39
1578,Denmark,1973,4.41
1579,Denmark,1974,5.35
1580,Denmark,1975,5.1
1581,Denmark,1976,4.68
1582,Denmark,1977,5.22
1583,Denmark,1978,5.27
1584,Denmark,1979,5.16
1585,Denmark,1980,4.68
1586,Denmark,1981,5.56
1587,Denmark,1982,6.67
1588,Denmark,1983,6.4
1589,Denmark,1984,7.32
1590,Denmark,1985,5.83
1591,Denmark,1986,6.17
1592,Denmark,1987,5.75
1593,Denmark,1988,6.75
1594,Denmark,1989,7.25
1595,Denmark,1990,7.42
1596,Denmark,1991,7.07
1597,Denmark,1992,6.15
1598,Denmark,1993,6.98
1599,Denmark,1994,6.49
1600,Denmark,1995,7.56
1601,Denmark,1996,6.99
1602,Denmark,1997,7.21
1603,Denmark,1998,7.25
1604,Denmark,1999,7.01
1605,Denmark,2000,7.48
1606,Denmark,2001,7.36
1607,Denmark,2002,7.03
1608,Denmark,2003,7.08
1609,Denmark,2004,7.14
1610,Denmark,2005,7.23
1611,Denmark,2006,7.0
1612,Denmark,2007,6.56
1613,Denmark,2008,7.86
1614,Denmark,2009,8.04
1615,Denmark,2010,6.63
1616,Denmark,2011,6.47
1617,Denmark,2012,7.37
1618,Denmark,2013,7.3
1619,Denmark,2014,7.78
1620,Denmark,2015,7.95
1621,Denmark,2016,7.21
1622,Denmark,2017,8.24
1623,Denmark,2018,6.16
1624,Denmark,2019,8.1
1625,Denmark,2020,8.1
1626,Denmark,2021,7.53
1627,Ecuador,1961,0.99
1628,Ecuador,1962,0.79
1629,Ecuador,1963,0.79
1630,Ecuador,1964,0.67
1631,Ecuador,1965,0.89
1632,Ecuador,1966,0.96
1633,Ecuador,1967,0.99
1634,Ecuador,1968,1.04
1635,Ecuador,1969,0.94
1636,Ecuador,1970,1.06
1637,Ecuador,1971,0.9
1638,Ecuador,1972,0.9
1639,Ecuador,1973,0.97
1640,Ecuador,1974,0.98
1641,Ecuador,1975,0.92
1642,Ecuador,1976,0.85
1643,Ecuador,1977,0.97
1644,Ecuador,1978,1.08
1645,Ecuador,1979,1.03
1646,Ecuador,1980,0.97
1647,Ecuador,1981,1.11
1648,Ecuador,1982,1.17
1649,Ecuador,1983,1.04
1650,Ecuador,1984,1.03
1651,Ecuador,1985,1.02
1652,Ecuador,1986,0.8
1653,Ecuador,1987,0.8
1654,Ecuador,1988,0.87
1655,Ecuador,1989,0.67
1656,Ecuador,1990,0.8
1657,Ecuador,1991,0.57
1658,Ecuador,1992,0.59
1659,Ecuador,1993,0.67
1660,Ecuador,1994,0.62
1661,Ecuador,1995,0.7
1662,Ecuador,1996,0.62
1663,Ecuador,1997,0.6
1664,Ecuador,1998,0.65
1665,Ecuador,1999,0.7
1666,Ecuador,2000,0.62
1667,Ecuador,2001,0.61
1668,Ecuador,2002,0.57
1669,Ecuador,2003,0.8
1670,Ecuador,2004,0.81
1671,Ecuador,2005,0.72
1672,Ecuador,2006,0.78
1673,Ecuador,2007,0.82
1674,Ecuador,2008,0.75
1675,Ecuador,2009,0.86
1676,Ecuador,2010,0.89
1677,Ecuador,2011,0.92
1678,Ecuador,2012,0.8
1679,Ecuador,2013,0.71
1680,Ecuador,2014,1.12
1681,Ecuador,2015,0.72
1682,Ecuador,2016,1.52
1683,Ecuador,2017,1.29
1684,Ecuador,2018,1.71
1685,Ecuador,2019,1.64
1686,Ecuador,2020,2.19
1687,Ecuador,2021,1.81
1688,Egypt,1961,2.47
1689,Egypt,1962,2.61
1690,Egypt,1963,2.64
1691,Egypt,1964,2.76
1692,Egypt,1965,2.64
1693,Egypt,1966,2.7
1694,Egypt,1967,2.45
1695,Egypt,1968,2.53
1696,Egypt,1969,2.4
1697,Egypt,1970,2.76
1698,Egypt,1971,3.04
1699,Egypt,1972,3.09
1700,Egypt,1973,3.69
1701,Egypt,1974,3.27
1702,Egypt,1975,3.47
1703,Egypt,1976,3.34
1704,Egypt,1977,3.33
1705,Egypt,1978,3.33
1706,Egypt,1979,3.16
1707,Egypt,1980,3.12
1708,Egypt,1981,3.3
1709,Egypt,1982,3.5
1710,Egypt,1983,3.6
1711,Egypt,1984,3.67
1712,Egypt,1985,3.76
1713,Egypt,1986,3.8
1714,Egypt,1987,4.72
1715,Egypt,1988,4.75
1716,Egypt,1989,4.94
1717,Egypt,1990,5.2
1718,Egypt,1991,4.82
1719,Egypt,1992,5.25
1720,Egypt,1993,5.3
1721,Egypt,1994,5.0
1722,Egypt,1995,5.42
1723,Egypt,1996,5.64
1724,Egypt,1997,5.6
1725,Egypt,1998,5.99
1726,Egypt,1999,6.35
1727,Egypt,2000,6.34
1728,Egypt,2001,6.36
1729,Egypt,2002,6.43
1730,Egypt,2003,6.5
1731,Egypt,2004,6.56
1732,Egypt,2005,6.49
1733,Egypt,2006,6.43
1734,Egypt,2007,6.47
1735,Egypt,2008,6.5
1736,Egypt,2009,6.38
1737,Egypt,2010,5.57
1738,Egypt,2011,6.54
1739,Egypt,2012,6.58
1740,Egypt,2013,6.67
1741,Egypt,2014,6.18
1742,Egypt,2015,6.59
1743,Egypt,2016,6.63
1744,Egypt,2017,6.86
1745,Egypt,2018,6.29
1746,Egypt,2019,6.5
1747,Egypt,2020,6.37
1748,Egypt,2021,6.45
1749,Eritrea,1993,0.2
1750,Eritrea,1994,0.74
1751,Eritrea,1995,0.51
1752,Eritrea,1996,0.37
1753,Eritrea,1997,0.34
1754,Eritrea,1998,0.96
1755,Eritrea,1999,0.77
1756,Eritrea,2000,0.59
1757,Eritrea,2001,1.17
1758,Eritrea,2002,0.17
1759,Eritrea,2003,0.2
1760,Eritrea,2004,0.3
1761,Eritrea,2005,1.16
1762,Eritrea,2006,1.16
1763,Eritrea,2007,0.84
1764,Eritrea,2008,0.33
1765,Eritrea,2009,1.07
1766,Eritrea,2010,1.18
1767,Eritrea,2011,1.12
1768,Eritrea,2012,1.27
1769,Eritrea,2013,1.2
1770,Eritrea,2014,1.2
1771,Eritrea,2015,1.0
1772,Eritrea,2016,1.0
1773,Eritrea,2017,1.0
1774,Eritrea,2018,1.0
1775,Eritrea,2019,1.0
1776,Eritrea,2020,1.0
1777,Eritrea,2021,1.0
1778,Estonia,1992,2.06
1779,Estonia,1993,2.1
1780,Estonia,1994,1.67
1781,Estonia,1995,2.0
1782,Estonia,1996,2.2
1783,Estonia,1997,2.18
1784,Estonia,1998,1.77
1785,Estonia,1999,1.34
1786,Estonia,2000,2.13
1787,Estonia,2001,2.23
1788,Estonia,2002,2.3
1789,Estonia,2003,2.16
1790,Estonia,2004,2.51
1791,Estonia,2005,3.08
1792,Estonia,2006,2.42
1793,Estonia,2007,3.47
1794,Estonia,2008,3.18
1795,Estonia,2009,3.01
1796,Estonia,2010,2.74
1797,Estonia,2011,2.81
1798,Estonia,2012,3.9
1799,Estonia,2013,3.28
1800,Estonia,2014,3.99
1801,Estonia,2015,4.79
1802,Estonia,2016,2.77
1803,Estonia,2017,4.2
1804,Estonia,2018,2.91
1805,Estonia,2019,5.07
1806,Estonia,2020,5.0
1807,Estonia,2021,4.09
1808,Eswatini,1970,2.79
1809,Eswatini,1971,4.53
1810,Eswatini,1972,3.08
1811,Eswatini,1973,2.94
1812,Eswatini,1974,2.94
1813,Eswatini,1975,1.47
1814,Eswatini,1976,2.04
1815,Eswatini,1977,3.25
1816,Eswatini,1978,3.25
1817,Eswatini,1979,3.25
1818,Eswatini,1980,3.25
1819,Eswatini,1981,3.25
1820,Eswatini,1982,3.25
1821,Eswatini,1983,3.25
1822,Eswatini,1984,3.25
1823,Eswatini,1985,3.25
1824,Eswatini,1986,3.25
1825,Eswatini,1987,3.25
1826,Eswatini,1988,3.25
1827,Eswatini,1989,3.25
1828,Eswatini,1990,3.96
1829,Eswatini,1991,2.0
1830,Eswatini,1992,1.68
1831,Eswatini,1993,1.61
1832,Eswatini,1994,1.43
1833,Eswatini,1995,1.5
1834,Eswatini,1996,1.5
1835,Eswatini,1997,1.56
1836,Eswatini,1998,1.59
1837,Eswatini,1999,1.5
1838,Eswatini,2000,1.5
1839,Eswatini,2001,1.54
1840,Eswatini,2002,1.54
1841,Eswatini,2003,1.54
1842,Eswatini,2004,1.54
1843,Eswatini,2005,1.55
1844,Eswatini,2006,1.55
1845,Eswatini,2007,1.48
1846,Eswatini,2008,1.57
1847,Eswatini,2009,1.5
1848,Eswatini,2010,1.5
1849,Eswatini,2011,1.68
1850,Eswatini,2012,2.0
1851,Eswatini,2013,2.0
1852,Eswatini,2014,1.94
