,Country Name,Year,Wheat Yield (tonnes/km2)
1853,Eswatini,2015,1.75
1854,Eswatini,2016,1.83
1855,Eswatini,2017,1.85
1856,Eswatini,2018,1.91
1857,Eswatini,2019,1.87
1858,Eswatini,2020,1.88
1859,Eswatini,2021,1.89
1860,Ethiopia,1993,1.55
1861,Ethiopia,1994,1.07
1862,Ethiopia,1995,1.31
1863,Ethiopia,1996,1.21
1864,Ethiopia,1997,1.29
1865,Ethiopia,1998,1.37
1866,Ethiopia,1999,1.12
1867,Ethiopia,2000,1.16
1868,Ethiopia,2001,1.33
1869,Ethiopia,2002,1.44
1870,Ethiopia,2003,1.39
1871,Ethiopia,2004,1.47
1872,Ethiopia,2005,1.56
1873,Ethiopia,2006,1.52
1874,Ethiopia,2007,1.67
1875,Ethiopia,2008,1.62
1876,Ethiopia,2009,1.83
1877,Ethiopia,2010,1.84
1878,Ethiopia,2011,2.03
1879,Ethiopia,2012,2.11
1880,Ethiopia,2013,2.44
1881,Ethiopia,2014,2.54
1882,Ethiopia,2015,2.79
1883,Ethiopia,2016,2.68
1884,Ethiopia,2017,2.74
1885,Ethiopia,2018,2.77
1886,Ethiopia,2019,2.97
1887,Ethiopia,2020,3.0
1888,Ethiopia,2021,2.67
1889,Ethiopia (former),1961,0.71
1890,Ethiopia (former),1962,0.71
1891,Ethiopia (former),1963,0.71
1892,Ethiopia (former),1964,0.71
1893,Ethiopia (former),1965,0.72
1894,Ethiopia (former),1966,0.73
1895,Ethiopia (former),1967,0.73
1896,Ethiopia (former),1968,0.74
1897,Ethiopia (former),1969,0.75
1898,Ethiopia (former),1970,0.75
1899,Ethiopia (former),1971,0.77
1900,Ethiopia (former),1972,0.79
1901,Ethiopia (former),1973,0.8
1902,Ethiopia (former),1974,0.8
1903,Ethiopia (former),1975,0.91
1904,Ethiopia (former),1976,0.99
1905,Ethiopia (former),1977,1.1
1906,Ethiopia (former),1978,0.87
1907,Ethiopia (former),1979,0.96
1908,Ethiopia (former),1980,1.0
1909,Ethiopia (former),1981,1.11
1910,Ethiopia (former),1982,1.03
1911,Ethiopia (former),1983,1.28
1912,Ethiopia (former),1984,1.06
1913,Ethiopia (former),1985,1.02
1914,Ethiopia (former),1986,1.0
1915,Ethiopia (former),1987,1.17
1916,Ethiopia (former),1988,1.18
1917,Ethiopia (former),1989,1.24
1918,Ethiopia (former),1990,1.32
1919,Ethiopia (former),1991,1.41
1920,Ethiopia (former),1992,1.35
1921,Finland,1961,1.94
1922,Finland,1962,1.48
1923,Finland,1963,1.66
1924,Finland,1964,1.72
1925,Finland,1965,1.87
1926,Finland,1966,1.76
1927,Finland,1967,2.01
1928,Finland,1968,2.14
1929,Finland,1969,2.37
1930,Finland,1970,2.33
1931,Finland,1971,2.56
1932,Finland,1972,2.59
1933,Finland,1973,2.46
1934,Finland,1974,2.73
1935,Finland,1975,2.84
1936,Finland,1976,2.98
1937,Finland,1977,2.31
1938,Finland,1978,2.08
1939,Finland,1979,2.1
1940,Finland,1980,2.87
1941,Finland,1981,2.18
1942,Finland,1982,3.05
1943,Finland,1983,3.44
1944,Finland,1984,3.11
1945,Finland,1985,3.01
1946,Finland,1986,3.19
1947,Finland,1987,2.02
1948,Finland,1988,2.6
1949,Finland,1989,3.35
1950,Finland,1990,3.48
1951,Finland,1991,3.64
1952,Finland,1992,2.42
1953,Finland,1993,3.62
1954,Finland,1994,3.8
1955,Finland,1995,3.77
1956,Finland,1996,4.08
1957,Finland,1997,3.72
1958,Finland,1998,2.89
1959,Finland,1999,2.16
1960,Finland,2000,3.6
1961,Finland,2001,3.38
1962,Finland,2002,3.26
1963,Finland,2003,3.55
1964,Finland,2004,3.47
1965,Finland,2005,3.73
1966,Finland,2006,3.56
1967,Finland,2007,3.93
1968,Finland,2008,3.64
1969,Finland,2009,4.1
1970,Finland,2010,3.43
1971,Finland,2011,3.85
1972,Finland,2012,3.9
1973,Finland,2013,3.82
1974,Finland,2014,4.07
1975,Finland,2015,4.1
1976,Finland,2016,3.83
1977,Finland,2017,4.13
1978,Finland,2018,2.82
1979,Finland,2019,4.63
1980,Finland,2020,3.45
1981,Finland,2021,3.24
1982,France,1850,0.7
1983,France,1911,1.31
1984,France,1934,1.41
1985,France,1950,1.83
1986,France,1961,2.4
1987,France,1962,3.08
1988,France,1963,2.66
1989,France,1964,3.15
1990,France,1965,3.27
1991,France,1966,2.83
1992,France,1967,3.64
1993,France,1968,3.66
1994,France,1969,3.58
1995,France,1970,3.42
1996,France,1971,3.86
1997,France,1972,4.57
1998,France,1973,4.51
1999,France,1974,4.58
2000,France,1975,3.87
2001,France,1976,3.77
2002,France,1977,4.23
2003,France,1978,5.03
2004,France,1979,4.78
2005,France,1980,5.18
2006,France,1981,5.01
2007,France,1982,5.24
2008,France,1983,5.13
2009,France,1984,6.46
2010,France,1985,6.0
2011,France,1986,5.45
2012,France,1987,5.56
2013,France,1988,6.15
2014,France,1989,6.35
2015,France,1990,6.48
2016,France,1991,6.68
2017,France,1992,6.4
2018,France,1993,6.47
2019,France,1994,6.67
2020,France,1995,6.51
2021,France,1996,7.14
2022,France,1997,6.63
2023,France,1998,7.61
2024,France,1999,7.24
2025,France,2000,7.12
2026,France,2001,6.62
2027,France,2002,7.45
2028,France,2003,6.25
2029,France,2004,7.58
2030,France,2005,6.99
2031,France,2006,6.74
2032,France,2007,6.25
2033,France,2008,7.1
2034,France,2009,7.45
2035,France,2010,7.04
2036,France,2011,6.66
2037,France,2012,7.15
2038,France,2013,7.27
2039,France,2014,7.35
2040,France,2015,7.8
2041,France,2016,5.29
2042,France,2017,7.25
2043,France,2018,6.77
2044,France,2019,7.74
2045,France,2020,6.68
2046,France,2021,6.93
2047,Georgia,1992,1.77
2048,Georgia,1993,1.42
2049,Georgia,1994,1.32
2050,Georgia,1995,1.3
2051,Georgia,1996,1.4
2052,Georgia,1997,1.71
2053,Georgia,1998,1.09
2054,Georgia,1999,2.03
2055,Georgia,2000,1.04
2056,Georgia,2001,2.69
2057,Georgia,2002,1.7
2058,Georgia,2003,1.93
2059,Georgia,2004,1.82
2060,Georgia,2005,1.99
2061,Georgia,2006,1.25
2062,Georgia,2007,1.67
2063,Georgia,2008,1.68
2064,Georgia,2009,1.07
2065,Georgia,2010,1.02
2066,Georgia,2011,2.07
2067,Georgia,2012,1.7
2068,Georgia,2013,1.84
2069,Georgia,2014,1.35
2070,Georgia,2015,2.58
2071,Georgia,2016,2.57
2072,Georgia,2017,2.21
2073,Georgia,2018,2.47
2074,Georgia,2019,2.33
2075,Georgia,2020,2.2
2076,Georgia,2021,2.7
2077,Germany,1850,0.99
2078,Germany,1911,2.42
2079,Germany,1934,2.0
2080,Germany,1950,2.62
2081,Germany,1961,2.86
2082,Germany,1962,3.39
2083,Germany,1963,3.39
2084,Germany,1964,3.48
2085,Germany,1965,3.23
2086,Germany,1966,3.23
2087,Germany,1967,4.02
2088,Germany,1968,4.22
2089,Germany,1969,3.89
2090,Germany,1970,3.73
2091,Germany,1971,4.42
2092,Germany,1972,4.04
2093,Germany,1973,4.35
2094,Germany,1974,4.63
2095,Germany,1975,4.32
2096,Germany,1976,3.93
2097,Germany,1977,4.36
2098,Germany,1978,4.89
2099,Germany,1979,4.78
2100,Germany,1980,4.74
2101,Germany,1981,4.88
2102,Germany,1982,5.24
2103,Germany,1983,5.21
2104,Germany,1984,5.93
2105,Germany,1985,5.83
2106,Germany,1986,6.09
2107,Germany,1987,5.78
2108,Germany,1988,6.23
2109,Germany,1989,5.68
2110,Germany,1990,6.27
2111,Germany,1991,6.77
2112,Germany,1992,5.98
2113,Germany,1993,6.58
2114,Germany,1994,6.77
2115,Germany,1995,6.89
2116,Germany,1996,7.29
2117,Germany,1997,7.29
2118,Germany,1998,7.2
2119,Germany,1999,7.54
2120,Germany,2000,7.28
2121,Germany,2001,7.88
2122,Germany,2002,6.91
2123,Germany,2003,6.5
2124,Germany,2004,8.17
2125,Germany,2005,7.47
2126,Germany,2006,7.2
2127,Germany,2007,6.96
2128,Germany,2008,8.09
2129,Germany,2009,7.81
2130,Germany,2010,7.21
2131,Germany,2011,7.01
2132,Germany,2012,7.33
2133,Germany,2013,8.0
2134,Germany,2014,8.63
2135,Germany,2015,8.09
2136,Germany,2016,7.64
2137,Germany,2017,7.64
2138,Germany,2018,6.67
2139,Germany,2019,7.4
2140,Germany,2020,7.82
2141,Germany,2021,7.3
2142,Greece,1850,0.46
2143,Greece,1911,0.98
2144,Greece,1934,0.92
2145,Greece,1950,1.02
2146,Greece,1961,1.3
2147,Greece,1962,1.44
2148,Greece,1963,1.31
2149,Greece,1964,1.65
2150,Greece,1965,1.65
2151,Greece,1966,1.78
2152,Greece,1967,1.84
2153,Greece,1968,1.43
2154,Greece,1969,1.6
2155,Greece,1970,1.98
2156,Greece,1971,1.99
2157,Greece,1972,2.0
2158,Greece,1973,1.99
2159,Greece,1974,2.35
2160,Greece,1975,2.29
2161,Greece,1976,2.55
2162,Greece,1977,1.88
2163,Greece,1978,2.72
2164,Greece,1979,2.43
2165,Greece,1980,2.93
2166,Greece,1981,2.76
2167,Greece,1982,2.88
2168,Greece,1983,2.09
2169,Greece,1984,2.67
2170,Greece,1985,2.05
2171,Greece,1986,2.63
2172,Greece,1987,2.6
2173,Greece,1988,2.82
2174,Greece,1989,3.02
2175,Greece,1990,1.93
2176,Greece,1991,3.12
2177,Greece,1992,2.43
2178,Greece,1993,2.3
2179,Greece,1994,2.75
2180,Greece,1995,2.63
2181,Greece,1996,2.41
2182,Greece,1997,2.42
2183,Greece,1998,2.44
2184,Greece,1999,2.39
2185,Greece,2000,2.67
2186,Greece,2001,2.51
2187,Greece,2002,2.34
2188,Greece,2003,2.01
2189,Greece,2004,2.48
2190,Greece,2005,2.41
2191,Greece,2006,2.29
2192,Greece,2007,2.24
2193,Greece,2008,2.78
2194,Greece,2009,2.74
2195,Greece,2010,2.6
2196,Greece,2011,2.7
2197,Greece,2012,2.66
2198,Greece,2013,2.78
2199,Greece,2014,2.75
2200,Greece,2015,2.9
2201,Greece,2016,2.89
2202,Greece,2017,2.93
2203,Greece,2018,2.65
2204,Greece,2019,2.79
2205,Greece,2020,3.08
2206,Greece,2021,2.91
2207,Guatemala,1961,0.73
2208,Guatemala,1962,0.82
2209,Guatemala,1963,0.94
2210,Guatemala,1964,0.93
2211,Guatemala,1965,0.99
2212,Guatemala,1966,0.96
2213,Guatemala,1967,0.87
2214,Guatemala,1968,1.1
2215,Guatemala,1969,1.03
2216,Guatemala,1970,1.1
2217,Guatemala,1971,1.22
2218,Guatemala,1972,1.37
2219,Guatemala,1973,1.69
2220,Guatemala,1974,1.18
2221,Guatemala,1975,1.18
2222,Guatemala,1976,1.31
2223,Guatemala,1977,1.24
2224,Guatemala,1978,1.14
2225,Guatemala,1979,1.57
2226,Guatemala,1980,1.46
2227,Guatemala,1981,1.76
2228,Guatemala,1982,1.64
2229,Guatemala,1983,2.1
2230,Guatemala,1984,2.82
2231,Guatemala,1985,1.71
2232,Guatemala,1986,2.0
2233,Guatemala,1987,2.0
2234,Guatemala,1988,2.0
2235,Guatemala,1989,2.0
2236,Guatemala,1990,2.0
2237,Guatemala,1991,2.01
2238,Guatemala,1992,2.0
2239,Guatemala,1993,1.99
2240,Guatemala,1994,2.1
2241,Guatemala,1995,2.1
2242,Guatemala,1996,2.1
2243,Guatemala,1997,2.04
2244,Guatemala,1998,1.97
2245,Guatemala,1999,1.96
2246,Guatemala,2000,2.09
2247,Guatemala,2001,2.96
2248,Guatemala,2002,1.91
2249,Guatemala,2003,2.02
2250,Guatemala,2004,2.02
2251,Guatemala,2005,2.13
2252,Guatemala,2006,2.27
2253,Guatemala,2007,2.22
2254,Guatemala,2008,2.4
2255,Guatemala,2009,2.21
2256,Guatemala,2010,2.06
2257,Guatemala,2011,2.05
2258,Guatemala,2012,2.17
2259,Guatemala,2013,2.02
2260,Guatemala,2014,2.18
2261,Guatemala,2015,2.13
2262,Guatemala,2016,2.13
2263,Guatemala,2017,2.13
2264,Guatemala,2018,2.11
2265,Guatemala,2019,2.14
2266,Guatemala,2020,2.15
2267,Guatemala,2021,2.14
2268,Honduras,1961,0.78
2269,Honduras,1962,0.81
2270,Honduras,1963,0.83
2271,Honduras,1964,0.8
2272,Honduras,1965,0.88
2273,Honduras,1966,0.88
2274,Honduras,1967,0.87
2275,Honduras,1968,0.88
2276,Honduras,1969,0.83
2277,Honduras,1970,0.83
2278,Honduras,1971,0.85
2279,Honduras,1972,0.88
2280,Honduras,1973,0.88
2281,Honduras,1974,0.83
2282,Honduras,1975,0.83
2283,Honduras,1976,0.83
2284,Honduras,1977,0.83
2285,Honduras,1978,1.0
2286,Honduras,1979,0.78
2287,Honduras,1980,0.78
2288,Honduras,1981,0.64
2289,Honduras,1982,0.64
2290,Honduras,1983,0.59
2291,Honduras,1984,0.59
2292,Honduras,1985,0.6
2293,Honduras,1986,0.6
2294,Honduras,1987,0.59
2295,Honduras,1988,0.57
2296,Honduras,1989,0.58
2297,Honduras,1990,0.58
2298,Honduras,1991,0.58
2299,Honduras,1992,0.59
2300,Honduras,1993,0.58
2301,Honduras,1994,0.61
2302,Honduras,1995,0.59
2303,Honduras,1996,0.6
2304,Honduras,1997,0.67
2305,Honduras,1998,0.5
2306,Honduras,1999,0.48
2307,Honduras,2000,0.53
2308,Honduras,2001,0.53
2309,Honduras,2002,0.53
2310,Honduras,2003,0.5
2311,Honduras,2004,0.53
2312,Honduras,2005,0.53
2313,Honduras,2006,0.54
2314,Honduras,2007,0.54
2315,Honduras,2008,0.54
2316,Honduras,2009,0.57
2317,Honduras,2010,0.55
2318,Honduras,2011,0.54
2319,Honduras,2012,0.55
2320,Honduras,2013,0.55
2321,Honduras,2014,0.54
2322,Honduras,2015,0.54
2323,Honduras,2016,0.54
2324,Honduras,2017,0.54
2325,Honduras,2018,0.54
2326,Honduras,2019,0.54
2327,Honduras,2020,0.53
2328,Honduras,2021,0.54
2329,Hungary,1911,1.32
2330,Hungary,1934,1.13
2331,Hungary,1950,1.38
2332,Hungary,1961,1.91
2333,Hungary,1962,1.79
2334,Hungary,1963,1.57
2335,Hungary,1964,1.86
2336,Hungary,1965,2.17
2337,Hungary,1966,2.17
2338,Hungary,1967,2.59
2339,Hungary,1968,2.52
2340,Hungary,1969,2.71
2341,Hungary,1970,2.14
2342,Hungary,1971,3.08
2343,Hungary,1972,3.11
2344,Hungary,1973,3.48
2345,Hungary,1974,3.75
2346,Hungary,1975,3.2
2347,Hungary,1976,3.88
2348,Hungary,1977,4.06
2349,Hungary,1978,4.29
2350,Hungary,1979,3.27
2351,Hungary,1980,4.76
2352,Hungary,1981,4.01
2353,Hungary,1982,4.4
2354,Hungary,1983,4.42
2355,Hungary,1984,5.43
2356,Hungary,1985,4.84
2357,Hungary,1986,4.36
2358,Hungary,1987,4.42
2359,Hungary,1988,5.49
2360,Hungary,1989,5.26
2361,Hungary,1990,5.08
2362,Hungary,1991,5.19
2363,Hungary,1992,4.07
2364,Hungary,1993,3.06
2365,Hungary,1994,4.6
2366,Hungary,1995,4.16
2367,Hungary,1996,3.28
2368,Hungary,1997,4.22
2369,Hungary,1998,4.14
2370,Hungary,1999,3.59
2371,Hungary,2000,3.6
2372,Hungary,2001,4.31
2373,Hungary,2002,3.52
2374,Hungary,2003,2.64
2375,Hungary,2004,5.12
2376,Hungary,2005,4.5
2377,Hungary,2006,4.07
2378,Hungary,2007,3.59
2379,Hungary,2008,5.0
2380,Hungary,2009,3.85
2381,Hungary,2010,3.7
2382,Hungary,2011,4.2
2383,Hungary,2012,3.75
2384,Hungary,2013,4.64
2385,Hungary,2014,4.73
2386,Hungary,2015,5.18
2387,Hungary,2016,5.37
2388,Hungary,2017,5.43
2389,Hungary,2018,5.12
2390,Hungary,2019,5.29
2391,Hungary,2020,5.47
2392,Hungary,2021,5.93
2393,India,1961,0.85
2394,India,1962,0.89
2395,India,1963,0.79
2396,India,1964,0.73
2397,India,1965,0.91
2398,India,1966,0.83
2399,India,1967,0.89
2400,India,1968,1.1
2401,India,1969,1.17
2402,India,1970,1.21
2403,India,1971,1.31
2404,India,1972,1.38
2405,India,1973,1.27
2406,India,1974,1.17
2407,India,1975,1.34
2408,India,1976,1.41
2409,India,1977,1.39
2410,India,1978,1.48
2411,India,1979,1.57
2412,India,1980,1.44
2413,India,1981,1.63
2414,India,1982,1.69
2415,India,1983,1.82
2416,India,1984,1.84
2417,India,1985,1.87
2418,India,1986,2.05
2419,India,1987,1.92
2420,India,1988,2.0
2421,India,1989,2.24
2422,India,1990,2.12
2423,India,1991,2.28
2424,India,1992,2.39
2425,India,1993,2.33
2426,India,1994,2.38
2427,India,1995,2.56
2428,India,1996,2.48
2429,India,1997,2.68
2430,India,1998,2.49
2431,India,1999,2.59
2432,India,2000,2.78
2433,India,2001,2.71
2434,India,2002,2.76
2435,India,2003,2.61
2436,India,2004,2.71
2437,India,2005,2.6
2438,India,2006,2.62
2439,India,2007,2.71
2440,India,2008,2.8
2441,India,2009,2.91
2442,India,2010,2.84
2443,India,2011,2.99
2444,India,2012,3.18
2445,India,2013,3.15
2446,India,2014,3.15
2447,India,2015,2.75
2448,India,2016,3.03
2449,India,2017,3.2
2450,India,2018,3.37
2451,India,2019,3.53
2452,India,2020,3.44
2453,India,2021,3.47
2454,Iran,1961,0.8
2455,Iran,1962,0.78
2456,Iran,1963,0.73
2457,Iran,1964,0.71
2458,Iran,1965,0.78
2459,Iran,1966,0.8
2460,Iran,1967,0.8
2461,Iran,1968,0.8
2462,Iran,1969,0.8
2463,Iran,1970,0.8
2464,Iran,1971,0.73
2465,Iran,1972,0.83
2466,Iran,1973,0.81
2467,Iran,1974,0.8
2468,Iran,1975,0.92
2469,Iran,1976,1.05
2470,Iran,1977,1.01
2471,Iran,1978,1.04
2472,Iran,1979,1.13
2473,Iran,1980,0.98
2474,Iran,1981,0.9
2475,Iran,1982,1.08
2476,Iran,1983,0.99
2477,Iran,1984,1.08
2478,Iran,1985,1.07
2479,Iran,1986,1.2
2480,Iran,1987,1.15
2481,Iran,1988,1.11
2482,Iran,1989,0.96
2483,Iran,1990,1.28
2484,Iran,1991,1.42
2485,Iran,1992,1.53
2486,Iran,1993,1.58
2487,Iran,1994,1.6
2488,Iran,1995,1.71
2489,Iran,1996,1.58
2490,Iran,1997,1.59
2491,Iran,1998,1.93
2492,Iran,1999,1.83
2493,Iran,2000,1.59
2494,Iran,2001,1.7
2495,Iran,2002,2.0
2496,Iran,2003,2.1
2497,Iran,2004,2.21
2498,Iran,2005,2.06
2499,Iran,2006,2.13
2500,Iran,2007,2.2
2501,Iran,2008,1.33
2502,Iran,2009,1.82
2503,Iran,2010,1.83
2504,Iran,2011,1.36
2505,Iran,2012,1.35
2506,Iran,2013,1.45
2507,Iran,2014,1.75
2508,Iran,2015,2.02
2509,Iran,2016,2.46
2510,Iran,2017,1.95
2511,Iran,2018,1.95
2512,Iran,2019,1.8
2513,Iran,2020,1.56
2514,Iran,2021,1.56
2515,Iraq,1961,0.78
2516,Iraq,1962,0.78
2517,Iraq,1963,0.57
2518,Iraq,1964,0.62
2519,Iraq,1965,0.72
2520,Iraq,1966,0.64
2521,Iraq,1967,0.64
2522,Iraq,1968,1.02
2523,Iraq,1969,0.91
2524,Iraq,1970,0.88
2525,Iraq,1971,0.87
2526,Iraq,1972,1.37
2527,Iraq,1973,0.83
2528,Iraq,1974,0.82
2529,Iraq,1975,0.6
2530,Iraq,1976,0.87
2531,Iraq,1977,0.81
2532,Iraq,1978,0.61
2533,Iraq,1979,0.64
2534,Iraq,1980,0.71
2535,Iraq,1981,0.76
2536,Iraq,1982,0.83
2537,Iraq,1983,0.71
2538,Iraq,1984,0.96
2539,Iraq,1985,0.91
2540,Iraq,1986,0.84
2541,Iraq,1987,0.84
2542,Iraq,1988,0.89
2543,Iraq,1989,0.84
2544,Iraq,1990,1.01
2545,Iraq,1991,0.81
2546,Iraq,1992,0.6
2547,Iraq,1993,0.59
2548,Iraq,1994,0.74
2549,Iraq,1995,0.81
2550,Iraq,1996,0.87
2551,Iraq,1997,0.76
2552,Iraq,1998,0.81
2553,Iraq,1999,0.62
2554,Iraq,2000,0.32
2555,Iraq,2001,0.74
2556,Iraq,2002,1.57
2557,Iraq,2003,1.36
2558,Iraq,2004,1.19
2559,Iraq,2005,0.87
2560,Iraq,2006,1.38
2561,Iraq,2007,1.4
2562,Iraq,2008,1.37
2563,Iraq,2009,1.88
2564,Iraq,2010,1.99
2565,Iraq,2011,1.96
2566,Iraq,2012,2.42
2567,Iraq,2013,2.31
2568,Iraq,2014,2.4
2569,Iraq,2015,2.86
2570,Iraq,2016,3.32
2571,Iraq,2017,2.84
2572,Iraq,2018,2.78
2573,Iraq,2019,2.81
2574,Iraq,2020,2.94
2575,Iraq,2021,2.66
2576,Ireland,1961,3.37
2577,Ireland,1962,3.45
2578,Ireland,1963,3.19
2579,Ireland,1964,3.13
2580,Ireland,1965,3.16
2581,Ireland,1966,3.49
2582,Ireland,1967,3.88
2583,Ireland,1968,4.56
2584,Ireland,1969,4.39
2585,Ireland,1970,4.02
2586,Ireland,1971,4.18
2587,Ireland,1972,3.98
2588,Ireland,1973,3.91
2589,Ireland,1974,4.3
2590,Ireland,1975,4.37
2591,Ireland,1976,3.97
2592,Ireland,1977,5.17
2593,Ireland,1978,5.12
2594,Ireland,1979,5.16
2595,Ireland,1980,5.13
2596,Ireland,1981,5.8
2597,Ireland,1982,7.01
2598,Ireland,1983,6.56
2599,Ireland,1984,7.79
2600,Ireland,1985,6.34
2601,Ireland,1986,5.57
2602,Ireland,1987,7.06
2603,Ireland,1988,7.76
2604,Ireland,1989,7.56
2605,Ireland,1990,8.53
2606,Ireland,1991,7.86
2607,Ireland,1992,7.88
2608,Ireland,1993,6.81
2609,Ireland,1994,7.72
2610,Ireland,1995,8.25
2611,Ireland,1996,9.0
2612,Ireland,1997,7.72
2613,Ireland,1998,8.03
2614,Ireland,1999,8.77
2615,Ireland,2000,9.45
2616,Ireland,2001,9.06
2617,Ireland,2002,8.44
2618,Ireland,2003,8.3
2619,Ireland,2004,9.92
2620,Ireland,2005,8.43
2621,Ireland,2006,9.15
2622,Ireland,2007,8.46
2623,Ireland,2008,8.97
2624,Ireland,2009,8.17
2625,Ireland,2010,8.6
2626,Ireland,2011,9.86
2627,Ireland,2012,7.22
2628,Ireland,2013,9.0
2629,Ireland,2014,10.01
2630,Ireland,2015,10.67
2631,Ireland,2016,9.54
2632,Ireland,2017,10.17
2633,Ireland,2018,8.37
2634,Ireland,2019,9.38
2635,Ireland,2020,7.77
2636,Ireland,2021,10.08
2637,Israel,1961,1.05
2638,Israel,1962,1.09
2639,Israel,1963,1.04
2640,Israel,1964,2.27
2641,Israel,1965,2.08
2642,Israel,1966,1.32
2643,Israel,1967,2.37
2644,Israel,1968,1.71
2645,Israel,1969,1.38
2646,Israel,1970,1.16
2647,Israel,1971,1.77
2648,Israel,1972,2.77
2649,Israel,1973,2.4
2650,Israel,1974,2.45
2651,Israel,1975,2.33
2652,Israel,1976,1.9
2653,Israel,1977,2.12
2654,Israel,1978,1.92
2655,Israel,1979,1.56
2656,Israel,1980,2.59
2657,Israel,1981,2.07
2658,Israel,1982,1.64
2659,Israel,1983,3.26
2660,Israel,1984,1.51
2661,Israel,1985,1.55
2662,Israel,1986,1.87
2663,Israel,1987,3.14
2664,Israel,1988,2.39
2665,Israel,1989,2.2
2666,Israel,1990,3.2
2667,Israel,1991,2.13
2668,Israel,1992,2.89
2669,Israel,1993,2.72
2670,Israel,1994,1.32
2671,Israel,1995,3.04
2672,Israel,1996,2.28
2673,Israel,1997,1.41
2674,Israel,1998,1.81
2675,Israel,1999,0.46
2676,Israel,2000,1.47
2677,Israel,2001,1.94
2678,Israel,2002,2.12
2679,Israel,2003,2.53
2680,Israel,2004,2.19
2681,Israel,2005,2.35
2682,Israel,2006,1.55
2683,Israel,2007,1.85
2684,Israel,2008,1.15
2685,Israel,2009,2.06
2686,Israel,2010,1.75
2687,Israel,2011,2.34
2688,Israel,2012,3.27
2689,Israel,2013,2.78
2690,Israel,2014,2.27
2691,Israel,2015,3.41
2692,Israel,2016,3.84
2693,Israel,2017,1.61
2694,Israel,2018,1.33
2695,Israel,2019,2.05
2696,Israel,2020,2.3
2697,Israel,2021,2.33
2698,Italy,1850,0.67
2699,Italy,1911,1.05
2700,Italy,1934,1.01
2701,Italy,1950,1.52
2702,Italy,1961,1.91
2703,Italy,1962,2.08
2704,Italy,1963,1.85
2705,Italy,1964,1.95
2706,Italy,1965,2.28
2707,Italy,1966,2.2
2708,Italy,1967,2.39
2709,Italy,1968,2.26
2710,Italy,1969,2.27
2711,Italy,1970,2.34
2712,Italy,1971,2.56
2713,Italy,1972,2.43
2714,Italy,1973,2.45
2715,Italy,1974,2.58
2716,Italy,1975,2.67
2717,Italy,1976,2.57
2718,Italy,1977,2.23
2719,Italy,1978,2.65
2720,Italy,1979,2.6
2721,Italy,1980,2.69
2722,Italy,1981,2.71
2723,Italy,1982,2.7
2724,Italy,1983,2.62
2725,Italy,1984,3.07
2726,Italy,1985,2.79
2727,Italy,1986,2.9
2728,Italy,1987,3.04
2729,Italy,1988,2.76
2730,Italy,1989,2.52
2731,Italy,1990,2.92
2732,Italy,1991,3.51
2733,Italy,1992,3.55
2734,Italy,1993,3.55
2735,Italy,1994,3.48
2736,Italy,1995,3.2
2737,Italy,1996,3.32
2738,Italy,1997,2.86
2739,Italy,1998,3.58
2740,Italy,1999,3.24
2741,Italy,2000,3.21
2742,Italy,2001,2.8
2743,Italy,2002,3.12
2744,Italy,2003,2.75
2745,Italy,2004,3.67
2746,Italy,2005,3.64
2747,Italy,2006,3.73
2748,Italy,2007,3.41
2749,Italy,2008,3.87
2750,Italy,2009,3.59
2751,Italy,2010,3.74
2752,Italy,2011,3.83
2753,Italy,2012,4.13
2754,Italy,2013,3.84
2755,Italy,2014,3.81
2756,Italy,2015,3.93
2757,Italy,2016,4.2
2758,Italy,2017,3.86
2759,Italy,2018,3.9
2760,Italy,2019,3.84
2761,Italy,2020,3.92
2762,Italy,2021,4.22
2763,Japan,1961,2.75
2764,Japan,1962,2.54
2765,Japan,1963,1.23
2766,Japan,1964,2.45
2767,Japan,1965,2.7
2768,Japan,1966,2.43
2769,Japan,1967,2.72
2770,Japan,1968,3.14
2771,Japan,1969,2.65
2772,Japan,1970,2.07
2773,Japan,1971,2.65
2774,Japan,1972,2.5
2775,Japan,1973,2.7
2776,Japan,1974,2.8
2777,Japan,1975,2.69
2778,Japan,1976,2.5
2779,Japan,1977,2.75
2780,Japan,1978,3.27
2781,Japan,1979,3.63
2782,Japan,1980,3.05
2783,Japan,1981,2.62
2784,Japan,1982,3.26
2785,Japan,1983,3.03
2786,Japan,1984,3.19
2787,Japan,1985,3.74
2788,Japan,1986,3.57
2789,Japan,1987,3.19
2790,Japan,1988,3.62
2791,Japan,1989,3.47
2792,Japan,1990,3.65
2793,Japan,1991,3.18
2794,Japan,1992,3.54
2795,Japan,1993,3.47
2796,Japan,1994,3.72
2797,Japan,1995,2.93
2798,Japan,1996,3.02
2799,Japan,1997,3.64
2800,Japan,1998,3.51
2801,Japan,1999,3.45
2802,Japan,2000,3.76
2803,Japan,2001,3.55
2804,Japan,2002,4.0
2805,Japan,2003,4.03
2806,Japan,2004,4.05
2807,Japan,2005,4.1
2808,Japan,2006,3.84
2809,Japan,2007,4.34
2810,Japan,2008,4.22
2811,Japan,2009,3.24
2812,Japan,2010,2.76
2813,Japan,2011,3.53
2814,Japan,2012,4.1
2815,Japan,2013,3.86
2816,Japan,2014,4.01
2817,Japan,2015,4.71
2818,Japan,2016,3.69
2819,Japan,2017,4.27
2820,Japan,2018,3.61
2821,Japan,2019,4.9
